model,issue,variable,year,response_type,gss_col,simulated_value,n_valid,gss_value,accuracy_gap
claude_4_6,abortion,abnomore,1980,binary,prop_abnomore,0,5,0.47121535181236673,0.47121535181236673
claude_4_6,abortion,abnomore,1982,binary,prop_abnomore,0,5,0.45830969937606353,0.45830969937606353
claude_4_6,abortion,abnomore,1983,binary,prop_abnomore,0,5,0.3894736842105263,0.3894736842105263
claude_4_6,abortion,abnomore,1984,binary,prop_abnomore,0,5,0.4267605633802817,0.4267605633802817
claude_4_6,abortion,abnomore,1985,binary,prop_abnomore,0,5,0.4032258064516129,0.4032258064516129
claude_4_6,abortion,abnomore,1987,binary,prop_abnomore,0,5,0.40987370838117104,0.40987370838117104
claude_4_6,abortion,abnomore,1988,binary,prop_abnomore,0,5,0.3993677555321391,0.3993677555321391
claude_4_6,abortion,abnomore,1989,binary,prop_abnomore,0,5,0.4450050454086781,0.4450050454086781
claude_4_6,abortion,abnomore,1990,binary,prop_abnomore,0,5,0.45051194539249145,0.45051194539249145
claude_4_6,abortion,abnomore,1991,binary,prop_abnomore,0,5,0.4463157894736842,0.4463157894736842
claude_4_6,abortion,abnomore,1993,binary,prop_abnomore,0,5,0.4710500490677134,0.4710500490677134
claude_4_6,abortion,abnomore,1994,binary,prop_abnomore,0,5,0.4831168831168831,0.4831168831168831
claude_4_6,abortion,abnomore,1996,binary,prop_abnomore,0,5,0.4673972602739726,0.4673972602739726
claude_4_6,abortion,abnomore,1998,binary,prop_abnomore,0,5,0.4232272473478504,0.4232272473478504
claude_4_6,abortion,abnomore,2000,binary,prop_abnomore,1,5,0.4067796610169492,0.5932203389830508
claude_4_6,abortion,abnomore,2002,binary,prop_abnomore,0,5,0.4479283314669653,0.4479283314669653
claude_4_6,abortion,abnomore,2004,binary,prop_abnomore,0.8,5,0.4176334106728538,0.38236658932714623
claude_4_6,abortion,abnomore,2006,binary,prop_abnomore,0.4,5,0.42493506493506494,0.02493506493506492
claude_4_6,abortion,abnomore,2008,binary,prop_abnomore,1,5,0.4471042471042471,0.5528957528957529
claude_4_6,abortion,abnomore,2010,binary,prop_abnomore,1,5,0.47996729354047424,0.5200327064595258
claude_4_6,abortion,abnomore,2012,binary,prop_abnomore,1,5,0.4630818619582665,0.5369181380417335
claude_4_6,abortion,abnomore,2014,binary,prop_abnomore,1,5,0.47503045066991473,0.5249695493300852
claude_4_6,abortion,abnomore,2016,binary,prop_abnomore,1,5,0.4712013165112452,0.5287986834887548
claude_4_6,abortion,abnomore,2018,binary,prop_abnomore,1,5,0.5138705416116248,0.4861294583883752
claude_4_6,abortion,abnomore,2021,binary,prop_abnomore,1,5,0.5905898876404494,0.4094101123595506
claude_4_6,abortion,abnomore,2022,binary,prop_abnomore,1,5,0.6096256684491979,0.39037433155080214
claude_4_6,abortion,abnomore,2024,binary,prop_abnomore,1,5,0.5755584756898817,0.4244415243101183
claude_4_6,abortion,abpoor,1972,binary,prop_abpoor,1,5,0.4877239548772396,0.5122760451227604
claude_4_6,abortion,abpoor,1973,binary,prop_abpoor,1,5,0.5343406593406593,0.46565934065934067
claude_4_6,abortion,abpoor,1974,binary,prop_abpoor,1,5,0.547635850388144,0.452364149611856
claude_4_6,abortion,abpoor,1975,binary,prop_abpoor,1,5,0.5317796610169492,0.4682203389830508
claude_4_6,abortion,abpoor,1976,binary,prop_abpoor,1,5,0.5306834030683403,0.4693165969316597
claude_4_6,abortion,abpoor,1977,binary,prop_abpoor,1,5,0.5338294993234101,0.46617050067658994
claude_4_6,abortion,abpoor,1978,binary,prop_abpoor,1,5,0.47379169503063306,0.5262083049693669
claude_4_6,abortion,abpoor,1980,binary,prop_abpoor,1,5,0.5170454545454546,0.4829545454545454
claude_4_6,abortion,abpoor,1982,binary,prop_abpoor,1,5,0.4895657078398195,0.5104342921601805
claude_4_6,abortion,abpoor,1983,binary,prop_abpoor,1,5,0.4366290643662906,0.5633709356337093
claude_4_6,abortion,abpoor,1984,binary,prop_abpoor,1,5,0.4625176803394625,0.5374823196605375
claude_4_6,abortion,abpoor,1985,binary,prop_abpoor,1,5,0.4368279569892473,0.5631720430107527
claude_4_6,abortion,abpoor,1987,binary,prop_abpoor,1,5,0.4466130884041331,0.553386911595867
claude_4_6,abortion,abpoor,1988,binary,prop_abpoor,1,5,0.4197662061636557,0.5802337938363443
claude_4_6,abortion,abpoor,1989,binary,prop_abpoor,1,5,0.47681451612903225,0.5231854838709677
claude_4_6,abortion,abpoor,1990,binary,prop_abpoor,1,5,0.48092485549132946,0.5190751445086705
claude_4_6,abortion,abpoor,1991,binary,prop_abpoor,1,5,0.4846560846560847,0.5153439153439153
claude_4_6,abortion,abpoor,1993,binary,prop_abpoor,1,5,0.4985279685966634,0.5014720314033366
claude_4_6,abortion,abpoor,1994,binary,prop_abpoor,1,5,0.5044155844155844,0.49558441558441557
claude_4_6,abortion,abpoor,1996,binary,prop_abpoor,1,5,0.46612021857923497,0.533879781420765
claude_4_6,abortion,abpoor,1998,binary,prop_abpoor,1,5,0.44251261918115536,0.5574873808188446
claude_4_6,abortion,abpoor,2000,binary,prop_abpoor,1,5,0.4224478285391991,0.577552171460801
claude_4_6,abortion,abpoor,2002,binary,prop_abpoor,1,5,0.4439461883408072,0.5560538116591929
claude_4_6,abortion,abpoor,2004,binary,prop_abpoor,1,5,0.41025641025641024,0.5897435897435898
claude_4_6,abortion,abpoor,2006,binary,prop_abpoor,1,5,0.4263485477178423,0.5736514522821576
claude_4_6,abortion,abpoor,2008,binary,prop_abpoor,1,5,0.4286815728604472,0.5713184271395528
claude_4_6,abortion,abpoor,2010,binary,prop_abpoor,1,5,0.45491470349309504,0.545085296506905
claude_4_6,abortion,abpoor,2012,binary,prop_abpoor,1,5,0.442741935483871,0.557258064516129
claude_4_6,abortion,abpoor,2014,binary,prop_abpoor,1,5,0.45719489981785066,0.5428051001821493
claude_4_6,abortion,abpoor,2016,binary,prop_abpoor,1,5,0.44638949671772427,0.5536105032822758
claude_4_6,abortion,abpoor,2018,binary,prop_abpoor,1,5,0.4934210526315789,0.506578947368421
claude_4_6,abortion,abpoor,2021,binary,prop_abpoor,1,5,0.5789473684210527,0.42105263157894735
claude_4_6,abortion,abpoor,2022,binary,prop_abpoor,1,5,0.6039076376554174,0.39609236234458256
claude_4_6,abortion,abpoor,2024,binary,prop_abpoor,1,5,0.5676028739386022,0.4323971260613978
claude_4_6,abortion,abrape,1972,binary,prop_abrape,1,5,0.791005291005291,0.20899470899470896
claude_4_6,abortion,abrape,1973,binary,prop_abrape,1,5,0.8352860096485183,0.1647139903514817
claude_4_6,abortion,abrape,1974,binary,prop_abrape,1,5,0.8647887323943662,0.13521126760563384
claude_4_6,abortion,abrape,1975,binary,prop_abrape,1,5,0.8368495077355836,0.16315049226441636
claude_4_6,abortion,abrape,1976,binary,prop_abrape,1,5,0.8368055555555556,0.16319444444444442
claude_4_6,abortion,abrape,1977,binary,prop_abrape,1,5,0.8379850238257318,0.1620149761742682
claude_4_6,abortion,abrape,1978,binary,prop_abrape,1,5,0.8318703578663066,0.1681296421336934
claude_4_6,abortion,abrape,1980,binary,prop_abrape,1,5,0.8341601700921333,0.16583982990786672
claude_4_6,abortion,abrape,1982,binary,prop_abrape,1,5,0.8389830508474576,0.1610169491525424
claude_4_6,abortion,abrape,1983,binary,prop_abrape,1,5,0.8284574468085106,0.17154255319148937
claude_4_6,abortion,abrape,1984,binary,prop_abrape,1,5,0.8036984352773826,0.1963015647226174
claude_4_6,abortion,abrape,1985,binary,prop_abrape,1,5,0.8120759837177748,0.18792401628222521
claude_4_6,abortion,abrape,1987,binary,prop_abrape,1,5,0.7958357432041643,0.20416425679583572
claude_4_6,abortion,abrape,1988,binary,prop_abrape,1,5,0.8106060606060606,0.18939393939393945
claude_4_6,abortion,abrape,1989,binary,prop_abrape,1,5,0.8324924318869829,0.16750756811301715
claude_4_6,abortion,abrape,1990,binary,prop_abrape,1,5,0.847651775486827,0.15234822451317298
claude_4_6,abortion,abrape,1991,binary,prop_abrape,1,5,0.8645502645502645,0.1354497354497355
claude_4_6,abortion,abrape,1993,binary,prop_abrape,1,5,0.8292682926829268,0.1707317073170732
claude_4_6,abortion,abrape,1994,binary,prop_abrape,1,5,0.8355739400206825,0.16442605997931747
claude_4_6,abortion,abrape,1996,binary,prop_abrape,1,5,0.8428493746601414,0.15715062533985857
claude_4_6,abortion,abrape,1998,binary,prop_abrape,1,5,0.8012249443207127,0.19877505567928733
claude_4_6,abortion,abrape,2000,binary,prop_abrape,1,5,0.805603201829617,0.19439679817038302
claude_4_6,abortion,abrape,2002,binary,prop_abrape,1,5,0.7966850828729282,0.20331491712707184
claude_4_6,abortion,abrape,2004,binary,prop_abrape,1,5,0.7622950819672131,0.23770491803278693
claude_4_6,abortion,abrape,2006,binary,prop_abrape,1,5,0.7756276150627615,0.22437238493723854
claude_4_6,abortion,abrape,2008,binary,prop_abrape,1,5,0.7671875,0.23281249999999998
claude_4_6,abortion,abrape,2010,binary,prop_abrape,1,5,0.7991902834008097,0.20080971659919034
claude_4_6,abortion,abrape,2012,binary,prop_abrape,1,5,0.765040650406504,0.23495934959349596
claude_4_6,abortion,abrape,2014,binary,prop_abrape,1,5,0.7833026396562308,0.21669736034376919
claude_4_6,abortion,abrape,2016,binary,prop_abrape,1,5,0.7795580110497238,0.22044198895027622
claude_4_6,abortion,abrape,2018,binary,prop_abrape,1,5,0.7949400798934754,0.20505992010652463
claude_4_6,abortion,abrape,2021,binary,prop_abrape,1,5,0.8468531468531468,0.15314685314685317
claude_4_6,abortion,abrape,2022,binary,prop_abrape,1,5,0.8621597892888498,0.13784021071115016
claude_4_6,abortion,abrape,2024,binary,prop_abrape,1,5,0.8489208633093526,0.15107913669064743
claude_4_6,abortion,absingle,1972,binary,prop_absingle,0,5,0.43541944074567246,0.43541944074567246
claude_4_6,abortion,absingle,1973,binary,prop_absingle,0,5,0.4910344827586207,0.4910344827586207
claude_4_6,abortion,absingle,1974,binary,prop_absingle,0,5,0.5007042253521127,0.5007042253521127
claude_4_6,abortion,absingle,1975,binary,prop_absingle,0,5,0.4823196605374823,0.4823196605374823
claude_4_6,abortion,absingle,1976,binary,prop_absingle,0,5,0.5027816411682893,0.5027816411682893
claude_4_6,abortion,absingle,1977,binary,prop_absingle,0,5,0.4976010966415353,0.4976010966415353
claude_4_6,abortion,absingle,1978,binary,prop_absingle,0,5,0.41140529531568226,0.41140529531568226
claude_4_6,abortion,absingle,1980,binary,prop_absingle,0,5,0.4843304843304843,0.4843304843304843
claude_4_6,abortion,absingle,1982,binary,prop_absingle,0,5,0.4552154195011338,0.4552154195011338
claude_4_6,abortion,absingle,1983,binary,prop_absingle,0,5,0.3938379102478232,0.3938379102478232
claude_4_6,abortion,absingle,1984,binary,prop_absingle,1,5,0.4422535211267606,0.5577464788732394
claude_4_6,abortion,absingle,1985,binary,prop_absingle,0,5,0.41184387617765816,0.41184387617765816
claude_4_6,abortion,absingle,1987,binary,prop_absingle,0.8,5,0.4011461318051576,0.3988538681948424
claude_4_6,abortion,absingle,1988,binary,prop_absingle,0,5,0.3937768240343348,0.3937768240343348
claude_4_6,abortion,absingle,1989,binary,prop_absingle,1,5,0.4538071065989848,0.5461928934010152
claude_4_6,abortion,absingle,1990,binary,prop_absingle,1,5,0.4529816513761468,0.5470183486238531
claude_4_6,abortion,absingle,1991,binary,prop_absingle,1,5,0.44842105263157894,0.5515789473684211
claude_4_6,abortion,absingle,1993,binary,prop_absingle,1,5,0.4812623274161736,0.5187376725838264
claude_4_6,abortion,absingle,1994,binary,prop_absingle,1,5,0.4762641898864809,0.5237358101135191
claude_4_6,abortion,absingle,1996,binary,prop_absingle,1,5,0.44868995633187775,0.5513100436681222
claude_4_6,abortion,absingle,1998,binary,prop_absingle,1,5,0.4229050279329609,0.5770949720670391
claude_4_6,abortion,absingle,2000,binary,prop_absingle,1,5,0.3910582908885116,0.6089417091114884
claude_4_6,abortion,absingle,2002,binary,prop_absingle,1,5,0.4201117318435754,0.5798882681564246
claude_4_6,abortion,absingle,2004,binary,prop_absingle,1,5,0.40877598152424943,0.5912240184757506
claude_4_6,abortion,absingle,2006,binary,prop_absingle,1,5,0.4013429752066115,0.5986570247933884
claude_4_6,abortion,absingle,2008,binary,prop_absingle,1,5,0.41199077632590314,0.5880092236740968
claude_4_6,abortion,absingle,2010,binary,prop_absingle,1,5,0.4267100977198698,0.5732899022801302
claude_4_6,abortion,absingle,2012,binary,prop_absingle,1,5,0.42776886035313,0.57223113964687
claude_4_6,abortion,absingle,2014,binary,prop_absingle,1,5,0.4318594791035736,0.5681405208964264
claude_4_6,abortion,absingle,2016,binary,prop_absingle,1,5,0.4266230223677032,0.5733769776322968
claude_4_6,abortion,absingle,2018,binary,prop_absingle,1,5,0.4617414248021108,0.5382585751978892
claude_4_6,abortion,absingle,2021,binary,prop_absingle,1,5,0.5705263157894737,0.42947368421052634
claude_4_6,abortion,absingle,2022,binary,prop_absingle,1,5,0.587819947043248,0.412180052956752
claude_4_6,abortion,absingle,2024,binary,prop_absingle,1,5,0.5442622950819672,0.4557377049180328
claude_4_6,gender_roles,fechld,1977,scale4,mean_fechld_num,3,5,2.528239202657807,0.4717607973421929
claude_4_6,gender_roles,fechld,1985,scale4,mean_fechld_num,2,5,2.282608695652174,0.28260869565217384
claude_4_6,gender_roles,fechld,1986,scale4,mean_fechld_num,2,5,2.2321917808219176,0.2321917808219176
claude_4_6,gender_roles,fechld,1988,scale4,mean_fechld_num,2,5,2.2210849539406348,0.22108495394063477
claude_4_6,gender_roles,fechld,1989,scale4,mean_fechld_num,2,5,2.214141414141414,0.2141414141414142
claude_4_6,gender_roles,fechld,1990,scale4,mean_fechld_num,2,5,2.225841476655809,0.225841476655809
claude_4_6,gender_roles,fechld,1991,scale4,mean_fechld_num,2,5,2.2106824925816024,0.21068249258160243
claude_4_6,gender_roles,fechld,1993,scale4,mean_fechld_num,2,5,2.1881467544684856,0.1881467544684856
claude_4_6,gender_roles,fechld,1994,scale4,mean_fechld_num,2,5,2.1196098562628336,0.1196098562628336
claude_4_6,gender_roles,fechld,1996,scale4,mean_fechld_num,2,5,2.1675720852486418,0.16757208524864176
claude_4_6,gender_roles,fechld,1998,scale4,mean_fechld_num,2,5,2.1668478260869564,0.16684782608695636
claude_4_6,gender_roles,fechld,2000,scale4,mean_fechld_num,2,5,2.2816901408450705,0.2816901408450705
claude_4_6,gender_roles,fechld,2002,scale4,mean_fechld_num,2,5,2.2153163152053272,0.21531631520532724
claude_4_6,gender_roles,fechld,2004,scale4,mean_fechld_num,1.2,5,2.177257525083612,0.9772575250836122
claude_4_6,gender_roles,fechld,2006,scale4,mean_fechld_num,1,5,2.148580121703854,1.148580121703854
claude_4_6,gender_roles,fechld,2008,scale4,mean_fechld_num,1,5,2.064393939393939,1.064393939393939
claude_4_6,gender_roles,fechld,2010,scale4,mean_fechld_num,1,5,1.9943820224719104,0.9943820224719104
claude_4_6,gender_roles,fechld,2012,scale4,mean_fechld_num,1,5,2.0626934984520124,1.0626934984520124
claude_4_6,gender_roles,fechld,2014,scale4,mean_fechld_num,1,5,1.9867947178871548,0.9867947178871548
claude_4_6,gender_roles,fechld,2016,scale4,mean_fechld_num,1,5,1.956336528221512,0.9563365282215119
claude_4_6,gender_roles,fechld,2018,scale4,mean_fechld_num,1,5,1.9974193548387096,0.9974193548387096
claude_4_6,gender_roles,fechld,2021,scale4,mean_fechld_num,1,5,1.8165070007369195,0.8165070007369195
claude_4_6,gender_roles,fechld,2022,scale4,mean_fechld_num,1,5,1.9318950930626055,0.9318950930626055
claude_4_6,gender_roles,fechld,2024,scale4,mean_fechld_num,1,5,1.973708487084871,0.9737084870848709
claude_4_6,gender_roles,fefam,1977,scale4,mean_fefam_num,2,5,2.22022621423819,0.2202262142381901
claude_4_6,gender_roles,fefam,1985,scale4,mean_fefam_num,2,5,2.5499334221038614,0.5499334221038614
claude_4_6,gender_roles,fefam,1986,scale4,mean_fefam_num,2,5,2.5554016620498614,0.5554016620498614
claude_4_6,gender_roles,fefam,1988,scale4,mean_fefam_num,2,5,2.6524896265560165,0.6524896265560165
claude_4_6,gender_roles,fefam,1989,scale4,mean_fefam_num,2.4,5,2.661207778915046,0.261207778915046
claude_4_6,gender_roles,fefam,1990,scale4,mean_fefam_num,3,5,2.6692563817980024,0.3307436182019976
claude_4_6,gender_roles,fefam,1991,scale4,mean_fefam_num,3,5,2.673694779116466,0.3263052208835342
claude_4_6,gender_roles,fefam,1993,scale4,mean_fefam_num,3,5,2.7485768500948766,0.2514231499051234
claude_4_6,gender_roles,fefam,1994,scale4,mean_fefam_num,3,5,2.7635699373695197,0.23643006263048028
claude_4_6,gender_roles,fefam,1996,scale4,mean_fefam_num,3,5,2.716107097322567,0.28389290267743306
claude_4_6,gender_roles,fefam,1998,scale4,mean_fefam_num,3,5,2.7656765676567656,0.23432343234323438
claude_4_6,gender_roles,fefam,2000,scale4,mean_fefam_num,3,5,2.6668514412416853,0.33314855875831473
claude_4_6,gender_roles,fefam,2002,scale4,mean_fefam_num,3,5,2.698218262806236,0.3017817371937639
claude_4_6,gender_roles,fefam,2004,scale4,mean_fefam_num,3,5,2.71923937360179,0.2807606263982101
